name,direction,target_deg,odom_angle_deg,odom_error_deg,bno_yaw_drift_deg,bno_delta_deg,bno_yaw_start,bno_yaw_end,bno_corrected
Linha reta (BNO),,,-3.5367765131532307,,-0.4049896057307345,,-0.09262720700993525,-0.49761681274066977,
