name,direction,target_deg,odom_angle_deg,odom_error_deg,bno_yaw_drift_deg,bno_delta_deg,bno_yaw_start,bno_yaw_end,bno_corrected
Linha reta (BNO),,,21.220659078919375,,1.1237596318760459,,-0.1018422438566143,1.0219173880194317,
