name,direction,target_deg,odom_angle_deg,odom_error_deg,bno_yaw_drift_deg,bno_delta_deg,bno_yaw_start,bno_yaw_end,bno_corrected
Linha reta (BNO),,,-53.05164769729842,,-0.9395201123103755,,-0.07647489933119891,-1.0159950116415744,
