name,direction,target_deg,odom_angle_deg,odom_error_deg,bno_yaw_drift_deg,bno_delta_deg,bno_yaw_start,bno_yaw_end,bno_corrected
Linha reta (BNO),,,-30.062600361802446,,0.09494666466068723,,-0.09494581088702825,8.537736589738127e-07,
